Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
591,Ethan Jackson,Rural Area,87775,12,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Jackson! A 12th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
592,Jackson Martinez,Suburban Area,63412,10,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Martinez! A 10th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
593,Ava Jackson,Urban Area,50970,10,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Jackson! A 10th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
594,Sophia Brown,Suburban Area,36254,5,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Sophia Brown! A 5th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
595,Noah Miller,Urban Area,19832,10,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Miller! A 10th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
596,Emma Johnson,Rural Area,91355,2,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Johnson! A 2th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
597,Noah Johnson,Rural Area,15401,7,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Johnson! A 7th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
598,Aiden Martinez,Rural Area,32756,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Martinez! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
599,Isabella Williams,Rural Area,78554,9,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Williams! A 9th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
600,Ava Johnson,Suburban Area,99038,5,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Johnson! A 5th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
601,Noah Garcia,Rural Area,34967,6,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Garcia! A 6th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
602,Jackson Williams,Urban Area,40846,6,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Jackson Williams! A 6th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
603,Noah Martinez,Suburban Area,54619,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Martinez! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
604,Jackson Taylor,Urban Area,58152,8,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Taylor! A 8th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
605,Noah Jones,Suburban Area,56456,6,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Jones! A 6th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
606,Aiden Rodriguez,Rural Area,42489,7,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Rodriguez! A 7th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
607,Jackson Smith,Rural Area,43361,5,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Smith! A 5th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
608,Emily Davis,Urban Area,78193,5,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Davis! A 5th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
609,Olivia Smith,Rural Area,96176,9,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Smith! A 9th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
610,Isabella Taylor,Urban Area,30526,8,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Taylor! A 8th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
611,Olivia Taylor,Urban Area,29402,8,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Taylor! A 8th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
612,Emily Jackson,Urban Area,86798,8,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Jackson! A 8th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
613,Emma Rodriguez,Rural Area,78767,8,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Rodriguez! A 8th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
614,Isabella Rodriguez,Rural Area,93187,4,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Rodriguez! A 4th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
615,Liam Taylor,Suburban Area,84682,6,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Taylor! A 6th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
616,Sophia Jones,Rural Area,83719,11,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Jones! A 11th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
617,Aiden Jackson,Suburban Area,81636,6,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Aiden Jackson! A 6th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
618,Jackson Davis,Urban Area,41503,2,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Davis! A 2th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
619,Emma Rodriguez,Suburban Area,11562,11,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emma Rodriguez! A 11th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
